,title,address,date_added,bedroom,bathroom,toilet,parking_space,price
500,3 bedroom flat for rent,"2, Ishola Close, Off Fadehan, Ojokoro, Ifako-Ijaiye, Lagos",Added on 16 Oct 2020,3,3,1,8,300000.00
501,2 bedroom flat for rent,"Alaja Road, Ayobo, Lagos",Added on 03 Nov 2020,3,1,4,1,400000.00
502,1 bedroom mini flat for rent,"Chisco, Ikate Elegushi, Lekki, Lagos",Added on 07 Oct 2020,3,1,3,8,1700000.00
503,2 bedroom flat for rent,"Off Kusenla Road, Ikate, Lekki, Lagos",Added on 03 Nov 2020,2,1,1,2,3500000.00
504,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 03 Nov 2020,2,3,4,1,400000.00
505,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 03 Nov 2020,3,1,2,4,1600000.00
506,3 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 03 Nov 2020,3,2,1,2,4000000.00
507,3 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 03 Nov 2020,1,2,1,2,3000000.00
508,3 bedroom flat for rent,"Ologunfe, Awoyaya, Ibeju Lekki, Lagos",Added on 03 Nov 2020,3,1,2,2,800000.00
509,2 bedroom flat for rent,"Lakowe, Golf Course Road, Ibeju Lekki, Lagos",Added on 03 Nov 2020,3,2,4,1,650000.00
510,3 bedroom flat for rent,"Ikeja, Lagos",Added on 03 Nov 2020,3,1,1,1,3500000.00
511,3 bedroom flat for rent,"Estate, Adeniyi Jones, Ikeja, Lagos",Added on 03 Nov 2020,3,3,3,2,3000000.00
512,3 bedroom flat for rent,"Glover Road, Ikoyi, Lagos",Added on 10 Aug 2020,3,3,3,2,10000000.00
513,3 bedroom flat for rent,"Coker Street, Near K-farm, Ifako-Ijaiye, Lagos",Added on 03 Nov 2020,3,1,1,4,550000.00
514,2 bedroom flat for rent,"Behind Blenco Shopping Mall, Sangotedo, Ajah, Lagos",Added on 03 Nov 2020,1,1,1,6,900000.00
515,1 bedroom mini flat for rent,"Gbadamosi, Ojodu, Lagos",Added on 03 Nov 2020,3,3,1,10,425000.00
516,2 bedroom flat for rent,"Salem, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,3,2,4,4,1300000.00
517,3 bedroom flat for rent,"Lola Holloway, Omole Phase 1, Ikeja, Lagos",Added on 02 Nov 2020,3,3,4,5,1500000.00
518,2 bedroom flat for rent,"Ilasan, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,1,3,1,2,800000.00
519,1 bedroom mini flat for rent,"Salem, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,3,4,1,2,750000.00
520,1 bedroom mini flat for rent,"New London Estate, Baruwa, Ipaja, Lagos",Added on 29 Oct 2020,2,1,4,2,300000.00
521,2 bedroom flat for rent,"Lekki, Lagos",Added on 02 Nov 2020,3,1,3,1,3200000.00
522,Self contained (single rooms) for rent,"Cooplag Garden Estate Orchid Hotel Road Lafiaji, Lekki Phase 2, Lekki, Lagos",Added on 02 Nov 2020,2,3,4,5,300000.00
523,2 bedroom flat for rent,"Ori-oke, Ogudu, Lagos",Added on 02 Nov 2020,3,2,4,4,500000.00
524,2 bedroom flat for rent,"Villa Estate, Ikota, Lekki, Lagos",Added on 02 Nov 2020,2,4,4,3,1400000.00
525,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 02 Nov 2020,1,1,1,5,400000.00
526,3 bedroom flat for rent,"Ikate, Ikate Elegushi, Lekki, Lagos",Added on 01 Nov 2020,2,1,1,5,3100000.00
527,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,2,1,4,1,4000000.00
528,Self contained (single rooms) for rent,"Chevron Alternative, Lekki, Lagos",Added on 02 Nov 2020,2,1,3,3,500000.00
529,3 bedroom flat for rent,"Apata By Gbobi Road, Shomolu, Lagos",Added on 10 Aug 2020,2,4,5,2,1200000.00
530,2 bedroom flat for rent,"Royal Palm Estate, Addo, Badore, Ajah, Lagos",Added on 02 Nov 2020,1,2,2,3,900000.00
531,Self contained (single rooms) for rent,"Osapa Extention, Agungi, Lekki, Lagos",Added on 02 Nov 2020,3,1,3,2,850000.00
532,1 bedroom mini flat for rent,"Osapa Extension, Agungi, Lekki, Lagos",Added on 02 Nov 2020,2,1,2,3,1600000.00
533,3 bedroom flat for rent,"Ahmadu Bello Street, Victoria Island (VI), Lagos",Added on 26 Oct 2020,3,1,1,1,10000000.00
534,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,2,3,1,1,1800000.00
535,1 bedroom mini flat for rent,"Waterside, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,1,3,5,4,1550000.00
536,1 bedroom mini flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 02 Nov 2020,3,1,3,2,1500000.00
537,1 bedroom mini flat for rent,"Ibeju Lekki, Lagos",Added on 02 Nov 2020,2,3,1,3,400000.00
538,3 bedroom flat for rent,"Cromwell Estate, Chevron, Lekki, Lagos",Added on 02 Nov 2020,1,3,1,1,3000000.00
539,Self contained (single rooms) for rent,"Chevy View Estate, Lekki Expressway, Lekki, Lagos",Added on 02 Nov 2020,3,2,1,3,400000.00
540,2 bedroom flat for rent,"Magodo Shangisha, Ketu, Lagos",Added on 02 Nov 2020,1,1,4,5,1500000.00
541,2 bedroom flat for rent,"Magbon, Badagry, Lagos",Added on 18 Oct 2020,1,1,4,5,120000.00
542,Self contained (single rooms) for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,1,1,2,1800000.00
543,2 bedroom flat for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,2,1,3,2,3250000.00
544,1 bedroom mini flat for rent,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,2,3,4,4,2500000.00
545,3 bedroom flat for rent,"Badore, Ajah, Lagos",Added on 02 Nov 2020,3,2,2,2,900000.00
546,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,2,1,1,2,3500000.00
547,Self contained (single rooms) for rent,"Off Kunsela Rd,, Ikate Elegushi, Lekki, Lagos",Added on 02 Nov 2020,2,1,2,5,850000.00
548,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 02 Nov 2020,2,3,1,3,180000.00
549,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 02 Nov 2020,3,3,1,2,3000000.00
550,2 bedroom flat for rent,"Lekki, Lagos",Added on 02 Nov 2020,3,3,4,1,2800000.00
551,3 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 02 Nov 2020,3,3,3,2,4000000.00
552,3 bedroom flat for rent,"Off Ajose Adeogun, Victoria Island (VI), Lagos",Added on 02 Nov 2020,2,1,2,1,9000000.00
553,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 02 Nov 2020,3,1,1,2,12000000.00
554,Self contained (single rooms) for rent,"Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 02 Nov 2020,2,3,4,6,550000.00
555,Self contained (single rooms) for rent,"Chevron Drive, Lekki, Lagos",Added on 02 Nov 2020,3,2,4,1,750000.00
556,3 bedroom flat for rent,"Off Ago Palace Way, Okota, Isolo, Lagos",Added on 02 Nov 2020,3,3,4,1,850000.00
557,2 bedroom flat for rent,"Shonibare Estate, Maryland, Lagos",Added on 02 Nov 2020,2,3,4,4,2000000.00
558,4 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 20 Oct 2020,4,1,1,3,4000000.00
559,1 bedroom mini flat for rent,"Bayo Road 7 Apteh, Sangotedo, Ajah, Lagos",Added on 02 Nov 2020,3,3,1,3,700000.00
560,2 bedroom flat for rent,"Ebute, Ikorodu, Lagos",Added on 02 Nov 2020,3,3,4,3,550000.00
561,1 bedroom mini flat for rent,"Adebayo Road, 5 Sam Ajayi, Ibeju Lekki, Lagos",Added on 05 Feb 2020,3,3,3,3,450000.00
562,Self contained (single rooms) for rent,"Ilasan, Lekki, Lagos",Added on 05 Feb 2020,3,4,4,3,700000.00
563,Self contained (single rooms) for rent,"Abule Ijesha, Yaba, Lagos",Added on 18 Feb 2020,4,4,4,3,400000.00
564,4 bedroom flat for rent,"Bera Estate, Off Chevron Drive, Lekki Phase 1, Lekki, Lagos",Added on 10 Aug 2020,3,2,1,3,3500000.00
565,2 bedroom flat for rent,"Off Ayinde Akinmade Street, Lekki Phase 1, Lekki, Lagos",Added on 05 Oct 2020,4,3,3,2,4500000.00
566,Self contained (single rooms) for rent,"Illasan, New Road, Lekki, Lagos",Added on 23 Sep 2020,4,4,4,3,650000.00
567,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 02 Nov 2020,3,1,4,3,300000.00
568,Self contained (single rooms) for rent,"Chervy View Estate, Idado, Lekki, Lagos",Added on 02 Nov 2020,3,1,4,2,1000000.00
569,3 bedroom flat for rent,"Omole Phase 2, Ikeja, Lagos",Added on 18 Sep 2019,1,1,4,2,2000000.00
570,3 bedroom flat for rent,"GRA, Magodo, Lagos",Added on 25 Nov 2019,3,3,3,3,2000000.00
571,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 02 Nov 2020,2,3,3,2,300.00
572,3 bedroom flat for rent,"Beside Blenco Supermarket, Sangotedo, Ajah, Lagos",Added on 03 Dec 2019,3,1,4,2,1500000.00
573,3 bedroom flat for rent,"Mobil Estate, Lekki Phase 2, Lekki, Lagos",Added on 02 Nov 2020,3,3,4,1,1100000.00
574,1 bedroom mini flat for rent,"Off Lawanson Road, Lawanson, Surulere, Lagos",Added on 09 Jun 2020,1,3,2,8,550000.00
575,1 bedroom flat for rent,"Folaring Street, Off Lawanson Road, Lawanson, Surulere, Lagos",Added on 02 Nov 2020,3,3,1,1,400000.00
576,1 bedroom mini flat for rent,"Remlek, Badore, Ajah, Lagos",Added on 18 Feb 2020,3,3,1,2,600000.00
577,Self contained (single rooms) for rent,"Admiralty Way, Lekki, Lagos",Added on 02 Nov 2020,1,2,43,3,700000.00
578,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 08 Nov 2019,2,1,4,3,700000.00
579,3 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 02 Nov 2020,1,2,1,1,2500000.00
580,3 bedroom flat for rent,"New Oko-Oba, Agege, Lagos",Added on 02 Nov 2020,2,3,3,5,600000.00
581,1 bedroom mini flat for rent,"Igundo Before Eleko, Ibeju Lekki, Lagos",Added on 02 Nov 2020,1,3,4,2,300000.00
582,1 bedroom mini flat for rent,"Baba Adesa Before Eleko, Ibeju Lekki, Lagos",Added on 02 Nov 2020,3,1,3,2,200000.00
583,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 12 Oct 2020,3,3,4,4,17000000.00
584,1 bedroom mini flat for rent,"Baba Adisa, Ibeju Lekki, Lagos",Added on 14 Oct 2020,3,2,2,2,200000.00
585,3 bedroom flat for rent,"Ajao Estate, Isolo, Lagos",Added on 02 Nov 2020,1,3,1,1,1000000.00
586,3 bedroom flat for rent,"Chevron Drive, Lekki, Lagos",Added on 02 Nov 2020,2,3,3,2,3000000.00
587,3 bedroom flat for rent,"Ikate, Lekki, Lagos",Added on 02 Nov 2020,1,2,3,2,2500000.00
588,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 02 Nov 2020,2,1,4,1,400000.00
589,1 bedroom mini flat for rent,"Elegba Festival, Oniru, Victoria Island (VI), Lagos",Added on 02 Nov 2020,1,2,1,1,1500000.00
590,3 bedroom flat for rent,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos",Added on 02 Nov 2020,2,2,4,1,7000000.00
591,2 bedroom flat for rent,"Off Glover, Old Ikoyi, Ikoyi, Lagos",Added on 02 Nov 2020,3,1,3,4,5000000.00
592,3 bedroom flat for rent,"Off Kofo Abayomi, Victoria Island Extension, Victoria Island (VI), Lagos",Added on 02 Nov 2020,2,2,3,16,12000000.00
593,3 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 02 Nov 2020,1,2,3,8,3800000.00
594,1 bedroom mini flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 29 Oct 2020,2,1,4,1,2000000.00
595,3 bedroom flat for rent,"Oladimeji Alo, Lekki Phase 1, Lekki, Lagos",Added on 01 Nov 2020,3,1,3,2,3500000.00
596,3 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 01 Nov 2020,1,2,1,2,2500000.00
597,3 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 01 Nov 2020,3,3,2,19,3500000.00
598,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 01 Nov 2020,3,3,3,15,8000000.00
599,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 01 Nov 2020,1,1,1,1,5500000.00
600,2 bedroom flat for rent,"Off Pedro Road, Palmgroove, Pedro, Gbagada, Lagos",Added on 01 Nov 2020,1,3,3,2,1000000.00
601,2 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 01 Nov 2020,2,2,2,9,4000000.00
602,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 01 Nov 2020,2,3,1,1,18000000.00
603,3 bedroom flat for rent,"Bella Vista, Banana Island, Ikoyi, Lagos",Added on 01 Nov 2020,2,2,1,2,12500000.00
604,1 bedroom mini flat for rent,"Oke Ira, Ogba, Ikeja, Lagos",Added on 01 Nov 2020,4,2,2,12,500000.00
605,Self contained (single rooms) for rent,"Kofo Abayomi Street, Victoria Island (VI), Lagos",Added on 05 Nov 2019,2,3,4,1,1750000.00
606,Self contained (single rooms) for rent,"Itedo Estate, Lekki Phase 1, Lekki, Lagos",Added on 01 Nov 2020,4,1,3,3,1250000.00
607,3 bedroom flat for rent,"Victoria Island Extension, Victoria Island (VI), Lagos",Added on 01 Nov 2020,3,2,1,1,5000000.00
608,3 bedroom flat for rent,"George Street,apata Off Morocco Road., Shomolu, Lagos",Added on 01 Nov 2020,1,1,3,2,1000000.00
609,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 01 Nov 2020,2,3,2,2,300000.00
610,3 bedroom flat for rent,"Chevron, Lekki, Lagos",Added on 01 Nov 2020,2,2,4,2,2400000.00
611,3 bedroom flat for rent,"Serene Area, Lakowe, Ibeju Lekki, Lagos",Added on 01 Nov 2020,3,1,3,1,550000.00
612,Self contained (single rooms) for rent,"Behind House On The Rock, Ikate Elegushi, Lekki, Lagos",Added on 01 Nov 2020,2,2,2,2,700000.00
613,3 bedroom flat for rent,"Ado, Ajah, Lagos",Added on 01 Nov 2020,2,1,4,4,1000000.00
614,3 bedroom flat for rent,"Ado, Ajah, Lagos",Added on 01 Nov 2020,4,3,2,3,1300000.00
615,1 bedroom mini flat for rent,"Badore, Ajah, Lagos",Added on 01 Nov 2020,2,2,2,2,700000.00
616,Self contained (single rooms) for rent,"Abraham Adesanya Estate, Ajah, Lagos",Added on 31 Oct 2020,3,1,1,2,360000.00
617,3 bedroom flat for rent,"Ikate, Lekki, Lagos",Added on 31 Oct 2020,1,2,4,1,3000000.00
618,3 bedroom flat for rent,"Idado Estate, Igboefon, Idado, Lekki, Lagos",Added on 31 Oct 2020,1,2,3,2,2000000.00
619,3 bedroom flat for rent,"Behind Blenco, Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,1,3,1,6,1000000.00
620,1 bedroom mini flat for rent,"Idado Estate, Idado, Lekki, Lagos",Added on 31 Oct 2020,2,4,3,1,1000000.00
621,3 bedroom flat for rent,"Ikate, Lekki, Lagos",Added on 31 Oct 2020,1,2,1,6,2500000.00
622,2 bedroom flat for rent,"Orchid Road, Lekki Phase 2, Lekki, Lagos",Added on 20 Aug 2020,3,4,4,2,2000000.00
623,3 bedroom flat for rent,"Idado Estate, Lekki, Lagos",Added on 31 Oct 2020,3,2,3,1,2000000.00
624,2 bedroom flat for rent,"Off Marwa Filling Station., Lekki, Lagos",Added on 31 Oct 2020,3,3,1,2,2500000.00
625,3 bedroom flat for rent,"Blenco, Sangotedo, Ajah, Lagos",Added on 31 Oct 2020,1,3,3,5,1200000.00
626,2 bedroom flat for rent,"Osapa, Lekki, Lagos",Added on 31 Oct 2020,2,4,2,1,1800000.00
627,1 bedroom mini flat for rent,"Osapa, Lekki, Lagos",Added on 24 Oct 2020,3,4,4,4,1000000.00
628,2 bedroom flat for rent,"Miyaki, Oworonshoki, Shomolu, Lagos",Added on 12 Oct 2020,1,3,4,1,550000.00
629,2 bedroom flat for rent,"Royal Palmwill Estate Badore Road., Badore, Ajah, Lagos",Added on 15 Sep 2020,2,3,4,12,1000000.00
630,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 31 Oct 2020,3,3,3,3,300000.00
631,2 bedroom flat for rent,"Ogunfayo, Awoyaya, Ibeju Lekki, Lagos",Added on 31 Oct 2020,3,3,5,4,1000000.00
632,2 bedroom flat for rent,"Ologunfe, Awoyaya, Ibeju Lekki, Lagos",Added on 12 Aug 2020,1,3,3,2,550000.00
633,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 31 Oct 2020,2,4,4,2,350000.00
634,Self contained (single rooms) for rent,"Spg Road, Ologolo, Lekki, Lagos",Added on 18 Jul 2020,2,4,4,2,650000.00
635,1 bedroom mini flat for rent,"College Road, Ogba, Ikeja, Lagos",Added on 04 Aug 2020,2,3,3,2,500000.00
636,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 04 Aug 2020,3,3,5,2,16000000.00
637,2 bedroom flat for rent,"With A Secured Before Shop Rite, Sangotedo, Ajah, Lagos",Added on 05 Aug 2020,3,1,4,2,1000000.00
638,Self contained (single rooms) for rent,"Okeira, Ogba, Ikeja, Lagos",Added on 05 Aug 2020,2,3,4,2,250000.00
639,3 bedroom flat for rent,"Banana Island Road, Ikoyi, Lagos",Added on 06 Aug 2020,3,2,4,1,3500000.00
640,2 bedroom flat for rent,"Sangotedo, Ajah, Lagos",Added on 07 Aug 2020,3,3,4,3,700000.00
641,1 bedroom mini flat for rent,"Ajao, Anthony, Maryland, Lagos",Added on 08 Aug 2020,1,1,5,6,800000.00
642,3 bedroom flat for rent,"Lekki Scheme 2, By Abraham Adesanya Road Ajah Lekki, Ajiwe, Ajah, Lagos",Added on 10 Aug 2020,2,3,4,1,1800000.00
643,2 bedroom flat for rent,"Lekki Scheme 2, By Abraham Adesanya Road, Ajiwe, Ajah, Lagos",Added on 10 Aug 2020,4,2,5,1,1400000.00
644,1 bedroom mini flat for rent,"Badore, Ajah, Lagos",Added on 17 Aug 2020,2,3,5,5,350000.00
645,3 bedroom flat for rent,"Elegba Festival Close, Oniru, Victoria Island (VI), Lagos",Added on 21 Aug 2020,3,1,4,5,4500000.00
646,1 bedroom mini flat for rent,"Lekki Phase 2, Ikate, Lekki, Lagos",Added on 29 Aug 2020,2,3,4,2,1800000.00
647,1 bedroom mini flat for rent,"Agungi, Lekki, Lagos",Added on 07 Sep 2020,1,2,2,2,1200000.00
648,Self contained (single rooms) for rent,"Agungi, Lekki, Lagos",Added on 07 Sep 2020,3,2,4,5,900000.00
649,3 bedroom flat for rent,"Glover Road, Ikoyi, Lagos",Added on 30 Oct 2020,2,2,3,2,8000000.00
650,2 bedroom flat for rent,"Off Ajayi Road, Ogba, Ikeja, Lagos",Added on 31 Oct 2020,3,1,4,12,900000.00
651,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 07 Sep 2020,3,1,1,3,400000.00
652,2 bedroom flat for rent,"Off, Ajayi Road, Ogba, Ikeja, Lagos",Added on 31 Oct 2020,3,3,1,3,800000.00
653,Self contained (single rooms) for rent,"Lekki Phase 2, Lekki, Lagos",Added on 31 Oct 2020,1,3,2,5,500000.00
654,3 bedroom flat for rent,"Majek 1st Gate, Sangotedo, Ajah, Lagos",Added on 31 Oct 2020,3,2,4,3,600000.00
655,2 bedroom flat for rent,"Harmony Estate, Owode Addo Langbasa, Ajah, Lagos",Added on 31 Oct 2020,3,1,1,6,900000.00
656,Self contained (single rooms) for rent,"Agungi, Lekki, Lagos",Added on 31 Oct 2020,3,2,3,10,700000.00
657,2 bedroom flat for rent,"Ogba, Ikeja, Lagos",Added on 27 Oct 2020,1,1,1,1,1000000.00
658,2 bedroom flat for rent,"Yaba, Lagos",Added on 28 Oct 2020,3,2,3,1,1000000.00
659,3 bedroom flat for rent,"Ikate, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,2,2,2,1,3000000.00
660,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 31 Oct 2020,3,2,3,1,10000000.00
661,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 31 Oct 2020,2,3,1,2,10000000.00
662,2 bedroom flat for rent,"Alagomeji, Yaba, Lagos",Added on 10 Aug 2020,3,1,2,2,600000.00
663,3 bedroom flat for rent,"Chevron, Lekki Phase 2, Lekki, Lagos",Added on 31 Oct 2020,1,1,3,2,2500000.00
664,2 bedroom flat for rent,"Off Grandmate, Ago Palace, Isolo, Lagos",Added on 31 Oct 2020,2,1,4,8,800000.00
665,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 17 Oct 2020,2,2,3,2,8000000.00
666,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 31 Oct 2020,3,1,1,4,9000000.00
667,2 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 16 Oct 2020,2,3,3,20,18000000.00
668,4 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 29 Oct 2020,3,1,1,1,20000000.00
669,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 17 Sep 2020,3,4,3,2,8000000.00
670,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 31 Oct 2020,3,1,2,1,5000000.00
671,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 31 Oct 2020,1,1,3,2,7000000.00
672,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 29 Jun 2020,2,4,4,,3500000.00
673,4 bedroom flat for rent,"Ikoyi, Lagos",Added on 28 Jul 2019,4,4,1,,18000000.00
674,3 bedroom flat for rent,"Abacha Estate, Ikoyi, Lagos",Added on 31 Oct 2020,3,1,1,,5500000.00
675,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 29 Oct 2020,3,1,1,,8500000.00
676,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 09 Oct 2020,3,2,3,,12000000.00
677,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 31 Oct 2020,3,2,1,,8500000.00
678,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 20 Sep 2020,1,2,3,,13000000.00
679,1 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 04 Jun 2020,3,5,1,,
680,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 31 Oct 2020,3,1,4,,15000000.00
681,2 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 31 Oct 2020,2,3,2,,5000000.00
682,3 bedroom flat for rent,"GRA, Magodo, Lagos",Added on 30 Oct 2020,1,1,1,,2000000.00
683,Self contained (single rooms) for rent,"Ologolo, Lekki, Lagos",Added on 30 Oct 2020,3,2,4,,650000.00
684,3 bedroom flat for rent,"Oniru Private Estate., Oniru, Victoria Island (VI), Lagos",Added on 30 Oct 2020,2,2,4,,4000000.00
685,1 bedroom mini flat for rent,"Off Herbert Macaulay Road, Adekunle, Yaba, Lagos",Added on 28 Oct 2020,1,3,1,,600000.00
686,3 bedroom flat for rent,"Lekki Expressway, Lekki, Lagos",Added on 30 Oct 2020,2,2,3,,2500000.00
687,Self contained (single rooms) for rent,"Ologolo, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,1,2,3,,700000.00
688,3 bedroom flat for rent,"Off Allen Avenue, Ikeja, Lagos",Added on 30 Oct 2020,1,4,2,,2200000.00
689,1 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 30 Oct 2020,1,2,5,,1200000.00
690,2 bedroom flat for rent,"Onosa, Ibeju Lekki, Lagos",Added on 30 Oct 2020,3,1,2,,400000.00
691,1 bedroom flat for rent,"Shapati, Ibeju Lekki, Lagos",Added on 30 Oct 2020,3,2,4,,400000.00
692,2 bedroom flat for rent,"Main Eputu Town Road, Eputu, Ibeju Lekki, Lagos",Added on 30 Oct 2020,4,1,2,,650000.00
693,Self contained (single rooms) for rent,"Badore, Ajah, Lagos",Added on 30 Oct 2020,3,1,3,,300000.00
694,1 bedroom flat for rent,"Transformer Road Elesekan Ibeju Town, Ibeju Lekki, Lagos",Added on 17 Jun 2020,3,1,3,,250000.00
695,3 bedroom flat for rent,"Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 16 Oct 2020,3,1,4,,2400000.00
696,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 30 Oct 2020,3,1,3,,7000000.00
697,3 bedroom flat for rent,"Aina Street, Ojodu, Lagos",Added on 30 Oct 2020,3,1,2,,850000.00
698,1 bedroom mini flat for rent,"Elepe Bus-stop, Off Ijede Road, Ikorodu, Lagos",Added on 15 Jul 2019,2,1,5,,170000.00
699,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,2,1,3,,2500000.00
700,1 bedroom mini flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,1,1,,1400000.00
701,2 bedroom flat for rent,"Greenville Estate, Badore, Ajah, Lagos",Added on 30 Oct 2020,4,1,2,,900000.00
702,1 bedroom flat for rent,"Itedo Estate, Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,1,1,1,,1800000.00
703,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,1,1,1,,2500000.00
704,3 bedroom flat for rent,"Acacia Drive, Osborne Phase 2, Ikoyi, Lagos",Added on 30 Oct 2020,3,2,1,,4000000.00
705,Self contained (single rooms) for rent,"Ologolo, Lekki, Lagos",Added on 30 Oct 2020,3,3,1,,550000.00
706,Self contained (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,3,1,,850000.00
707,Self contained (single rooms) for rent,"Lekki, Lagos",Added on 30 Oct 2020,3,1,1,,1000000.00
708,2 bedroom flat for rent,"Shakpati Before Eleko, Ibeju Lekki, Lagos",Added on 30 Oct 2020,3,2,1,,500000.00
709,1 bedroom mini flat for rent,"Off Hakeem Dickson Road, Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,2,1,1,,1300000.00
710,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,3,1,,2500000.00
711,Self contained (single rooms) for rent,"Ikate Elegushi, Lekki, Lagos",Added on 30 Oct 2020,3,2,2,,750000.00
712,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 30 Oct 2020,2,2,1,,5000000.00
713,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,2,2,1,,1800000.00
714,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 30 Oct 2020,2,2,1,,400000.00
715,3 bedroom flat for rent,"Gra, Ogba, Ikeja, Lagos",Added on 30 Oct 2020,2,2,2,,1500000.00
